_id,date,center_name,attendance_count
41189192,2022-04-30,West Penn Community Center,33
41189193,2022-04-29,Arlington Community Center,16
41189194,2022-04-29,Ammon Community Center,4
41189195,2022-04-29,Brookline Community Center,19
41189196,2022-04-29,Paulson Community Center,27
41189197,2022-04-29,Ormsby Community Center,14
41189198,2022-04-29,Phillips Community Center,30
41189199,2022-04-29,Jefferson Community Center,29
41189200,2022-04-29,Magee Community Center,38
41189201,2022-04-29,West Penn Community Center,19
41189202,2022-04-29,Warrington Community Center,34
41189203,2022-04-28,Ammon Community Center,13
41189204,2022-04-28,Arlington Community Center,14
41189205,2022-04-28,Brookline Community Center,55
41189206,2022-04-28,Ormsby Community Center,16
41189207,2022-04-28,Paulson Community Center,21
41189208,2022-04-28,Phillips Community Center,42
41189209,2022-04-28,Magee Community Center,31
41189210,2022-04-28,Jefferson Community Center,30
41189211,2022-04-28,Warrington Community Center,23
41189212,2022-04-28,West Penn Community Center,26
41189213,2022-04-27,Arlington Community Center,22
41189214,2022-04-27,Ammon Community Center,10
41189215,2022-04-27,Brookline Community Center,22
41189216,2022-04-27,Paulson Community Center,16
41189217,2022-04-27,Ormsby Community Center,16
41189218,2022-04-27,Phillips Community Center,52
41189219,2022-04-27,Magee Community Center,22
41189220,2022-04-27,West Penn Community Center,37
41189221,2022-04-27,Warrington Community Center,32
41189222,2022-04-26,Ammon Community Center,7
41189223,2022-04-26,Arlington Community Center,8
41189224,2022-04-26,Brookline Community Center,39
41189225,2022-04-26,Ormsby Community Center,12
41189226,2022-04-26,Paulson Community Center,23
41189227,2022-04-26,Phillips Community Center,44
41189228,2022-04-26,Magee Community Center,59
41189229,2022-04-26,Warrington Community Center,33
41189230,2022-04-26,West Penn Community Center,42
41189231,2022-04-25,Arlington Community Center,10
41189232,2022-04-25,Ammon Community Center,9
41189233,2022-04-25,Brookline Community Center,30
41189234,2022-04-25,Paulson Community Center,26
41189235,2022-04-25,Ormsby Community Center,12
41189236,2022-04-25,Phillips Community Center,50
41189237,2022-04-25,Magee Community Center,15
41189238,2022-04-25,West Penn Community Center,37
41189239,2022-04-25,Warrington Community Center,54
41189240,2022-04-23,Phillips Community Center,2
41189241,2022-04-23,West Penn Community Center,44
41189242,2022-04-22,Arlington Community Center,1
41189243,2022-04-22,Brookline Community Center,17
41189244,2022-04-22,Ormsby Community Center,14
41189245,2022-04-22,Paulson Community Center,29
41189246,2022-04-22,Phillips Community Center,75
41189247,2022-04-22,Magee Community Center,48
41189248,2022-04-22,West Penn Community Center,35
41189249,2022-04-22,Warrington Community Center,32
41189250,2022-04-21,Arlington Community Center,21
41189251,2022-04-21,Ammon Community Center,4
41189252,2022-04-21,Brookline Community Center,40
41189253,2022-04-21,Paulson Community Center,22
41189254,2022-04-21,Ormsby Community Center,12
41189255,2022-04-21,Phillips Community Center,25
41189256,2022-04-21,Magee Community Center,38
41189257,2022-04-21,Warrington Community Center,22
41189258,2022-04-21,West Penn Community Center,57
41189259,2022-04-20,Ammon Community Center,4
41189260,2022-04-20,Brookline Community Center,3
41189261,2022-04-20,Ormsby Community Center,4
41189262,2022-04-20,Paulson Community Center,17
41189263,2022-04-20,Phillips Community Center,40
41189264,2022-04-20,West Penn Community Center,10
41189265,2022-04-20,Warrington Community Center,43
41189266,2022-04-19,Ammon Community Center,5
41189267,2022-04-19,Arlington Community Center,10
41189268,2022-04-19,Brookline Community Center,43
41189269,2022-04-19,Paulson Community Center,35
41189270,2022-04-19,Ormsby Community Center,3
41189271,2022-04-19,Phillips Community Center,54
41189272,2022-04-19,Magee Community Center,44
41189273,2022-04-19,Warrington Community Center,14
41189274,2022-04-19,West Penn Community Center,65
41189275,2022-04-18,Arlington Community Center,16
41189276,2022-04-18,Ammon Community Center,3
41189277,2022-04-18,Brookline Community Center,32
41189278,2022-04-18,Ormsby Community Center,14
41189279,2022-04-18,Paulson Community Center,19
41189280,2022-04-18,Phillips Community Center,47
41189281,2022-04-18,Magee Community Center,27
41189282,2022-04-18,West Penn Community Center,51
41189283,2022-04-18,Warrington Community Center,23
41189284,2022-04-14,Ammon Community Center,2
41189285,2022-04-14,Arlington Community Center,16
41189286,2022-04-14,Brookline Community Center,44
41189287,2022-04-14,Paulson Community Center,22
41189288,2022-04-14,Ormsby Community Center,7
41189289,2022-04-14,Phillips Community Center,34
41189290,2022-04-14,Magee Community Center,34
41189291,2022-04-14,Warrington Community Center,41
41189292,2022-04-14,West Penn Community Center,46
41189293,2022-04-13,Arlington Community Center,22
41189294,2022-04-13,Ammon Community Center,1
41189295,2022-04-13,Brookline Community Center,27
41189296,2022-04-13,Ormsby Community Center,9
41189297,2022-04-13,Paulson Community Center,12
41189298,2022-04-13,Phillips Community Center,65
41189299,2022-04-13,Magee Community Center,21
41189300,2022-04-13,Jefferson Community Center,25
41189301,2022-04-13,West Penn Community Center,24
41189302,2022-04-12,Arlington Community Center,15
41189303,2022-04-12,Brookline Community Center,35
41189304,2022-04-12,Paulson Community Center,17
41189305,2022-04-12,Ormsby Community Center,11
41189306,2022-04-12,Phillips Community Center,52
41189307,2022-04-12,Jefferson Community Center,55
41189308,2022-04-12,Magee Community Center,43
41189309,2022-04-12,West Penn Community Center,80
41189310,2022-04-12,Warrington Community Center,45
41189311,2022-04-11,Arlington Community Center,25
41189312,2022-04-11,Ammon Community Center,1
41189313,2022-04-11,Brookline Community Center,35
41189314,2022-04-11,Ormsby Community Center,10
41189315,2022-04-11,Paulson Community Center,16
41189316,2022-04-11,Phillips Community Center,34
41189317,2022-04-11,Magee Community Center,42
41189318,2022-04-11,Warrington Community Center,51
41189319,2022-04-11,West Penn Community Center,50
41189320,2022-04-09,Brookline Community Center,1
41189321,2022-04-09,Phillips Community Center,3
41189322,2022-04-09,Magee Community Center,1
41189323,2022-04-09,West Penn Community Center,58
41189324,2022-04-08,Arlington Community Center,1
41189325,2022-04-08,Brookline Community Center,29
41189326,2022-04-08,Paulson Community Center,1
41189327,2022-04-08,Ormsby Community Center,14
41189328,2022-04-08,Phillips Community Center,64
41189329,2022-04-08,Magee Community Center,41
41189330,2022-04-08,West Penn Community Center,39
41189331,2022-04-08,Warrington Community Center,34
41189332,2022-04-07,Arlington Community Center,19
41189333,2022-04-07,Ammon Community Center,1
41189334,2022-04-07,Brookline Community Center,38
41189335,2022-04-07,Ormsby Community Center,7
41189336,2022-04-07,Paulson Community Center,18
41189337,2022-04-07,Phillips Community Center,38
41189338,2022-04-07,Magee Community Center,41
41189339,2022-04-07,Warrington Community Center,21
41189340,2022-04-07,West Penn Community Center,51
41189341,2022-04-06,Ammon Community Center,3
41189342,2022-04-06,Arlington Community Center,14
41189343,2022-04-06,Brookline Community Center,17
41189344,2022-04-06,Paulson Community Center,23
41189345,2022-04-06,Ormsby Community Center,12
41189346,2022-04-06,Phillips Community Center,26
41189347,2022-04-06,Magee Community Center,32
41189348,2022-04-06,Jefferson Community Center,29
41189349,2022-04-06,West Penn Community Center,69
41189350,2022-04-06,Warrington Community Center,23
41189351,2022-04-05,Arlington Community Center,16
41189352,2022-04-05,Brookline Community Center,17
41189353,2022-04-05,Ormsby Community Center,7
41189354,2022-04-05,Phillips Community Center,76
41189355,2022-04-05,Jefferson Community Center,37
41189356,2022-04-05,Magee Community Center,58
41189357,2022-04-05,West Penn Community Center,57
41189358,2022-04-04,Arlington Community Center,10
41189359,2022-04-04,Brookline Community Center,38
41189360,2022-04-04,Ormsby Community Center,8
41189361,2022-04-04,Paulson Community Center,26
41189362,2022-04-04,Phillips Community Center,51
41189363,2022-04-04,Magee Community Center,28
41189364,2022-04-04,Jefferson Community Center,24
41189365,2022-04-04,West Penn Community Center,52
41189366,2022-04-04,Warrington Community Center,43
41189367,2022-04-02,Brookline Community Center,2
41189368,2022-04-02,Paulson Community Center,3
41189369,2022-04-02,Phillips Community Center,44
41189370,2022-04-02,West Penn Community Center,43
41189371,2022-04-01,Brookline Community Center,24
41189372,2022-04-01,Paulson Community Center,24
41189373,2022-04-01,Ormsby Community Center,23
41189374,2022-04-01,Phillips Community Center,39
41189375,2022-04-01,Jefferson Community Center,17
41189376,2022-04-01,Magee Community Center,61
41189377,2022-04-01,West Penn Community Center,43
41189378,2022-04-01,Warrington Community Center,43
41189379,2022-03-31,Arlington Community Center,12
41189380,2022-03-31,Ammon Community Center,3
41189381,2022-03-31,Brookline Community Center,50
41189382,2022-03-31,Ormsby Community Center,10
41189383,2022-03-31,Paulson Community Center,26
41189384,2022-03-31,Phillips Community Center,39
41189385,2022-03-31,Magee Community Center,33
41189386,2022-03-31,Warrington Community Center,26
41189387,2022-03-31,West Penn Community Center,56
41189388,2022-03-30,Arlington Community Center,16
41189389,2022-03-30,Brookline Community Center,20
41189390,2022-03-30,Paulson Community Center,30
41189391,2022-03-30,Ormsby Community Center,7
41189392,2022-03-30,Phillips Community Center,43
41189393,2022-03-30,Magee Community Center,31
41189394,2022-03-30,Jefferson Community Center,53
41189395,2022-03-30,West Penn Community Center,63
41189396,2022-03-30,Warrington Community Center,41
41189397,2022-03-29,Arlington Community Center,15
41189398,2022-03-29,Ammon Community Center,2
41189399,2022-03-29,Brookline Community Center,13
41189400,2022-03-29,Ormsby Community Center,10
41189401,2022-03-29,Paulson Community Center,36
41189402,2022-03-29,Phillips Community Center,51
41189403,2022-03-29,Magee Community Center,55
41189404,2022-03-29,Warrington Community Center,32
41189405,2022-03-29,West Penn Community Center,102
41189406,2022-03-28,Ammon Community Center,4
41189407,2022-03-28,Arlington Community Center,9
41189408,2022-03-28,Brookline Community Center,37
41189409,2022-03-28,Paulson Community Center,40
41189410,2022-03-28,Ormsby Community Center,10
41189411,2022-03-28,Phillips Community Center,44
41189412,2022-03-28,Magee Community Center,47
41189413,2022-03-28,West Penn Community Center,60
41189414,2022-03-28,Warrington Community Center,46
41189415,2022-03-26,Brookline Community Center,6
41189416,2022-03-26,Ormsby Community Center,5
41189417,2022-03-26,Magee Community Center,1
41189418,2022-03-26,West Penn Community Center,49
41189419,2022-03-25,Arlington Community Center,8
41189420,2022-03-25,Brookline Community Center,32
41189421,2022-03-25,Ormsby Community Center,16
41189422,2022-03-25,Paulson Community Center,25
41189423,2022-03-25,Phillips Community Center,44
